Count,Proportion,StartA,EndA,StrandA,StartB,EndB,StrandB
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,648,1831,f,671,1831,t
1,0.0000046,621,1831,f,640,1831,t
1,0.0000046,620,1831,f,628,1831,t
1,0.0000046,609,1831,f,611,1831,t
1,0.0000046,604,1831,f,527,1831,t
1,0.0000046,586,1831,f,602,1831,t
1,0.0000046,580,1831,f,588,1831,t
1,0.0000046,554,1831,f,541,1831,t
1,0.0000046,541,1831,f,555,1831,t
1,0.0000046,516,1831,f,788,1831,t
1,0.0000046,5,1831,f,7,1831,t
1,0.0000046,5,1831,f,1,1831,t
1,0.0000046,497,1831,f,520,1831,t
1,0.0000046,448,1831,f,264,1831,t
1,0.0000046,443,1831,f,466,1831,t
1,0.0000046,432,1831,f,369,1831,t
1,0.0000046,428,1831,f,360,1831,t
1,0.0000046,426,1831,f,1646,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,419,1831,f,360,1831,t
1,0.0000046,361,1831,f,427,1831,t
1,0.0000046,360,1831,f,424,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,352,1831,f,423,1831,t
1,0.0000046,352,1831,f,421,1831,t
1,0.0000046,352,1831,f,420,1831,t
1,0.0000046,316,1831,f,360,1831,t
1,0.0000046,312,1831,f,312,1831,t
1,0.0000046,269,1831,f,346,1831,t
1,0.0000046,227,1831,f,156,1831,t
1,0.0000046,227,1831,f,156,1831,t
1,0.0000046,223,1831,f,196,1831,t
1,0.0000046,196,1831,f,223,1831,t
1,0.0000046,189,1831,f,189,1831,t
1,0.0000046,1673,1831,f,1658,1831,t
1,0.0000046,1648,1831,f,1771,1831,t
1,0.0000046,1616,1831,f,1612,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,156,1831,f,98,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,155,1831,f,155,1831,t
1,0.0000046,1397,1831,f,1324,1831,t
1,0.0000046,1195,1831,f,1251,1831,t
1,0.0000046,1026,1831,f,1021,1831,t
1,0.0000046,1014,1831,f,1021,1831,t
1,0.0000046,101,1831,f,157,1831,t
1,0.0000046,1,1831,f,5,1831,t
1,0.0000046,651,1831,f,665,1831,t
1,0.0000046,999,1831,f,931,1831,t
1,0.0000046,987,1831,f,987,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,98,1831,f,154,1821,t
1,0.0000046,971,1831,f,971,1831,t
1,0.0000046,96,1831,f,69,1831,t
1,0.0000046,942,1831,f,882,1831,t
1,0.0000046,94,1831,f,157,1831,t
1,0.0000046,939,1831,f,1016,1831,t
1,0.0000046,933,1831,f,1016,1831,t
1,0.0000046,918,1831,f,891,1831,t
1,0.0000046,908,1831,f,907,1831,t
1,0.0000046,871,1831,f,828,1831,t
1,0.0000046,870,1831,f,868,1831,t
1,0.0000046,870,1831,f,799,1831,t
1,0.0000046,865,1831,f,878,1831,t
1,0.0000046,865,1831,f,878,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,853,1831,f,758,1831,t
1,0.0000046,840,1831,f,811,1831,t
1,0.0000046,834,1831,f,834,1831,t
1,0.0000046,834,1831,f,828,1831,t
1,0.0000046,834,1831,f,828,1831,t
1,0.0000046,830,1831,f,819,1831,t
1,0.0000046,828,1831,f,860,1831,t
1,0.0000046,828,1831,f,860,1831,t
1,0.0000046,828,1831,f,834,1831,t
1,0.0000046,827,1831,f,814,1831,t
1,0.0000046,816,1831,f,909,1831,t
1,0.0000046,814,1831,f,827,1831,t
1,0.0000046,814,1831,f,814,1831,t
1,0.0000046,813,1831,f,803,1831,t
1,0.0000046,812,1831,f,797,1831,t
1,0.0000046,812,1831,f,796,1831,t
1,0.0000046,812,1831,f,796,1831,t
1,0.0000046,812,1831,f,796,1831,t
1,0.0000046,797,1831,f,812,1831,t
1,0.0000046,787,1831,f,834,1831,t
1,0.0000046,784,1831,f,654,1831,t
1,0.0000046,782,1831,f,774,1831,t
1,0.0000046,782,1831,f,702,1831,t
1,0.0000046,781,1831,f,772,1831,t
1,0.0000046,768,1831,f,736,1831,t
1,0.0000046,757,1831,f,774,1831,t
1,0.0000046,757,1831,f,773,1831,t
1,0.0000046,736,1831,f,736,1831,t
1,0.0000046,731,1831,f,789,1831,t
1,0.0000046,730,1831,f,770,1831,t
1,0.0000046,726,1831,f,765,1831,t
1,0.0000046,723,1831,f,701,1831,t
1,0.0000046,722,1831,f,755,1831,t
1,0.0000046,711,1831,f,719,1831,t
1,0.0000046,702,1831,f,772,1831,t
1,0.0000046,702,1831,f,702,1831,t
1,0.0000046,679,1831,f,648,1831,t
1,0.0000046,671,1831,f,648,1831,t
1,0.0000046,671,1831,f,648,1831,t
1,0.0000046,671,1831,f,648,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,658,1831,f,652,1831,t
1,0.0000046,657,1831,f,657,1831,t
1,0.0000046,657,1831,f,657,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,652,1831,f,652,1831,t
1,0.0000046,652,1831,f,652,1831,t
1,0.0000046,649,1831,f,634,1831,t
1,0.0000046,648,1831,f,671,1831,t
1,0.0000046,645,1831,f,558,1831,t
1,0.0000046,642,1831,f,671,1831,t
1,0.0000046,642,1831,f,671,1831,t
1,0.0000046,641,1831,f,620,1831,t
1,0.0000046,623,1831,f,645,1831,t
1,0.0000046,623,1831,f,615,1831,t
1,0.0000046,623,1831,f,615,1831,t
1,0.0000046,622,1831,f,641,1831,t
1,0.0000046,622,1831,f,620,1831,t
1,0.0000046,620,1831,f,641,1831,t
1,0.0000046,612,1831,f,588,1831,t
1,0.0000046,611,1831,f,612,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,611,1831,f,609,1831,t
1,0.0000046,611,1831,f,553,1831,t
1,0.0000046,602,1831,f,584,1831,t
1,0.0000046,601,1831,f,586,1831,t
1,0.0000046,600,1831,f,585,1831,t
1,0.0000046,585,1831,f,595,1831,t
1,0.0000046,585,1831,f,567,1831,t
1,0.0000046,584,1831,f,511,1831,t
1,0.0000046,580,1831,f,523,1831,t
1,0.0000046,566,1831,f,566,1831,t
1,0.0000046,559,1831,f,552,1831,t
1,0.0000046,555,1831,f,553,1831,t
1,0.0000046,555,1831,f,546,1831,t
1,0.0000046,552,1831,f,550,1831,t
1,0.0000046,547,1831,f,563,1831,t
1,0.0000046,541,1831,f,569,1831,t
1,0.0000046,541,1831,f,569,1831,t
1,0.0000046,541,1831,f,541,1831,t
1,0.0000046,532,1831,f,540,1831,t
1,0.0000046,521,1831,f,441,1831,t
1,0.0000046,520,1831,f,553,1831,t
1,0.0000046,520,1831,f,500,1831,t
1,0.0000046,520,1831,f,498,1831,t
1,0.0000046,520,1831,f,498,1831,t
1,0.0000046,520,1831,f,497,1831,t
1,0.0000046,514,1831,f,514,1831,t
1,0.0000046,506,1831,f,519,1831,t
1,0.0000046,5,1831,f,6,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,5,1831,f,4,1831,t
1,0.0000046,498,1831,f,520,1831,t
1,0.0000046,498,1831,f,520,1831,t
1,0.0000046,497,1831,f,520,1831,t
1,0.0000046,479,1831,f,445,1831,t
1,0.0000046,467,1831,f,440,1831,t
1,0.0000046,462,1831,f,447,1831,t
1,0.0000046,457,1831,f,442,1831,t
1,0.0000046,447,1831,f,447,1831,t
1,0.0000046,446,1831,f,446,1831,t
1,0.0000046,444,1831,f,443,1831,t
1,0.0000046,442,1831,f,443,1831,t
1,0.0000046,442,1831,f,442,1831,t
1,0.0000046,439,1831,f,466,1831,t
1,0.0000046,439,1831,f,443,1831,t
1,0.0000046,430,1831,f,366,1831,t
1,0.0000046,428,1831,f,360,1831,t
1,0.0000046,428,1831,f,360,1829,t
1,0.0000046,427,1831,f,365,1831,t
1,0.0000046,427,1831,f,362,1831,t
1,0.0000046,427,1831,f,360,1831,t
1,0.0000046,427,1831,f,360,1831,t
1,0.0000046,424,1831,f,361,1831,t
1,0.0000046,423,1831,f,360,1831,t
1,0.0000046,421,1831,f,360,1831,t
1,0.0000046,420,1831,f,361,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,419,1831,f,360,1831,t
1,0.0000046,416,1831,f,352,1831,t
1,0.0000046,369,1831,f,430,1831,t
1,0.0000046,365,1831,f,429,1831,t
1,0.0000046,365,1831,f,429,1831,t
1,0.0000046,364,1831,f,430,1831,t
1,0.0000046,364,1831,f,427,1831,t
1,0.0000046,364,1831,f,427,1831,t
1,0.0000046,362,1831,f,427,1831,t
1,0.0000046,362,1831,f,427,1831,t
1,0.0000046,360,1831,f,423,1831,t
1,0.0000046,360,1831,f,422,1831,t
1,0.0000046,360,1831,f,421,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,360,1831,f,419,1831,t
1,0.0000046,360,1831,f,418,1831,t
1,0.0000046,360,1831,f,413,1831,t
1,0.0000046,352,1831,f,422,1831,t
1,0.0000046,352,1831,f,421,1831,t
1,0.0000046,352,1831,f,421,1831,t
1,0.0000046,330,1831,f,282,1831,t
1,0.0000046,308,1831,f,223,1831,t
1,0.0000046,3,1831,f,1,1831,t
1,0.0000046,281,1831,f,361,1831,t
1,0.0000046,269,1831,f,269,1831,t
1,0.0000046,239,1831,f,103,1831,t
1,0.0000046,227,1831,f,156,1831,t
1,0.0000046,223,1831,f,308,1831,t
1,0.0000046,223,1831,f,196,1831,t
1,0.0000046,223,1831,f,195,1831,t
1,0.0000046,222,1831,f,196,1831,t
1,0.0000046,196,1831,f,223,1831,t
1,0.0000046,1771,1831,f,1648,1831,t
1,0.0000046,1759,1831,f,1681,1831,t
1,0.0000046,1716,1831,f,1707,1831,t
1,0.0000046,17,1831,f,1,1831,t
1,0.0000046,17,1831,f,1,1831,t
1,0.0000046,1648,1831,f,1771,1831,t
1,0.0000046,1642,1831,f,709,1831,t
1,0.0000046,1629,1831,f,1441,1831,t
1,0.0000046,1618,1831,f,1699,1831,t
1,0.0000046,1610,1831,f,1527,1831,t
1,0.0000046,160,1831,f,193,1831,t
1,0.0000046,158,1831,f,98,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,157,1831,f,102,1831,t
1,0.0000046,157,1830,f,98,1831,t
1,0.0000046,156,1831,f,98,1831,t
1,0.0000046,156,1831,f,98,1831,t
1,0.0000046,156,1831,f,230,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,156,1831,f,102,1831,t
1,0.0000046,156,1831,f,101,1831,t
1,0.0000046,155,1831,f,155,1831,t
1,0.0000046,154,1831,f,155,1831,t
1,0.0000046,1530,1831,f,1536,1831,t
1,0.0000046,1529,1831,f,517,1831,t
1,0.0000046,1519,1831,f,1530,1831,t
1,0.0000046,1425,1831,f,1411,1831,t
1,0.0000046,138,1831,f,101,1831,t
1,0.0000046,1262,1831,f,1245,1831,t
1,0.0000046,1234,1831,f,1247,1831,t
1,0.0000046,1182,1831,f,1184,1831,t
1,0.0000046,1150,1831,f,1618,1831,t
1,0.0000046,108,1831,f,108,1831,t
1,0.0000046,104,1831,f,104,1831,t
1,0.0000046,1002,1831,f,985,1831,t
1,0.0000046,1,1831,f,458,1831,t
1,0.0000046,1,1831,f,17,1831,t
1,0.0000046,360,1831,f,422,1831,t
1,0.0000046,999,1831,f,999,1831,t
1,0.0000046,999,1831,f,931,1831,t
1,0.0000046,990,1831,f,987,1831,t
1,0.0000046,990,1831,f,1064,1831,t
1,0.0000046,99,1831,f,159,1831,t
1,0.0000046,987,1831,f,987,1831,t
1,0.0000046,981,1831,f,1042,1831,t
1,0.0000046,980,1831,f,972,1831,t
1,0.0000046,98,1831,f,156,1831,t
1,0.0000046,975,1831,f,884,1831,t
1,0.0000046,960,1831,f,971,1831,t
1,0.0000046,958,1831,f,965,1831,t
1,0.0000046,958,1831,f,965,1831,t
1,0.0000046,946,1831,f,748,1831,t
1,0.0000046,943,1831,f,1088,1831,t
1,0.0000046,939,1831,f,1009,1831,t
1,0.0000046,932,1831,f,1445,1831,t
1,0.0000046,931,1831,f,999,1831,t
1,0.0000046,931,1831,f,999,1831,t
1,0.0000046,931,1831,f,674,1831,t
1,0.0000046,931,1831,f,1004,1831,t
1,0.0000046,930,1831,f,929,1831,t
1,0.0000046,927,1831,f,891,1831,t
1,0.0000046,925,1831,f,909,1831,t
1,0.0000046,925,1831,f,909,1831,t
1,0.0000046,921,1831,f,879,1831,t
1,0.0000046,921,1831,f,858,1831,t
1,0.0000046,909,1831,f,816,1831,t
1,0.0000046,891,1831,f,918,1831,t
1,0.0000046,886,1831,f,900,1831,t
1,0.0000046,886,1831,f,899,1831,t
1,0.0000046,882,1831,f,882,1831,t
1,0.0000046,882,1831,f,870,1831,t
1,0.0000046,882,1831,f,869,1831,t
1,0.0000046,878,1831,f,929,1831,t
1,0.0000046,878,1831,f,878,1831,t
1,0.0000046,878,1831,f,865,1831,t
1,0.0000046,877,1831,f,869,1831,t
1,0.0000046,873,1831,f,864,1831,t
1,0.0000046,872,1831,f,838,1831,t
1,0.0000046,869,1831,f,877,1831,t
1,0.0000046,868,1831,f,882,1831,t
1,0.0000046,868,1831,f,868,1831,t
1,0.0000046,865,1831,f,885,1831,t
1,0.0000046,865,1831,f,878,1831,t
1,0.0000046,865,1831,f,869,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,864,1831,f,904,1831,t
1,0.0000046,860,1831,f,873,1831,t
1,0.0000046,860,1831,f,828,1831,t
1,0.0000046,860,1831,f,828,1831,t
1,0.0000046,86,1831,f,76,1831,t
1,0.0000046,855,1831,f,850,1831,t
1,0.0000046,843,1831,f,852,1831,t
1,0.0000046,834,1831,f,829,1831,t
1,0.0000046,833,1831,f,860,1831,t
1,0.0000046,833,1831,f,860,1831,t
1,0.0000046,833,1831,f,828,1831,t
1,0.0000046,828,1831,f,860,1831,t
1,0.0000046,828,1831,f,860,1831,t
1,0.0000046,828,1831,f,858,1831,t
1,0.0000046,828,1831,f,839,1831,t
1,0.0000046,828,1831,f,834,1831,t
1,0.0000046,828,1831,f,810,1831,t
1,0.0000046,828,1831,f,613,1831,t
1,0.0000046,827,1831,f,814,1831,t
1,0.0000046,826,1831,f,814,1831,t
1,0.0000046,821,1831,f,742,1831,t
1,0.0000046,816,1831,f,909,1831,t
1,0.0000046,816,1831,f,909,1831,t
1,0.0000046,816,1831,f,831,1831,t
1,0.0000046,812,1831,f,797,1831,t
1,0.0000046,812,1831,f,796,1831,t
1,0.0000046,806,1831,f,914,1831,t
1,0.0000046,797,1831,f,812,1831,t
1,0.0000046,795,1831,f,812,1831,t
1,0.0000046,791,1831,f,758,1831,t
1,0.0000046,774,1831,f,782,1831,t
1,0.0000046,774,1831,f,774,1831,t
1,0.0000046,774,1831,f,772,1831,t
1,0.0000046,774,1831,f,769,1831,t
1,0.0000046,772,1831,f,774,1831,t
1,0.0000046,771,1831,f,774,1831,t
1,0.0000046,763,1831,f,763,1831,t
1,0.0000046,757,1831,f,773,1831,t
1,0.0000046,746,1831,f,856,1831,t
1,0.0000046,744,1831,f,752,1831,t
1,0.0000046,740,1831,f,730,1831,t
1,0.0000046,729,1831,f,853,1831,t
1,0.0000046,725,1831,f,826,1831,t
1,0.0000046,713,1831,f,708,1831,t
1,0.0000046,709,1831,f,626,1831,t
1,0.0000046,708,1831,f,761,1831,t
1,0.0000046,702,1831,f,686,1831,t
1,0.0000046,701,1831,f,665,1831,t
1,0.0000046,70,1831,f,70,1831,t
1,0.0000046,697,1831,f,627,1831,t
1,0.0000046,692,1831,f,775,1831,t
1,0.0000046,685,1831,f,702,1831,t
1,0.0000046,684,1831,f,913,1831,t
1,0.0000046,684,1831,f,696,1831,t
1,0.0000046,674,1831,f,669,1831,t
1,0.0000046,666,1831,f,805,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,664,1831,f,595,1831,t
1,0.0000046,662,1831,f,914,1831,t
1,0.0000046,659,1831,f,652,1831,t
1,0.0000046,658,1831,f,674,1831,t
1,0.0000046,658,1831,f,652,1831,t
1,0.0000046,653,1831,f,647,1831,t
1,0.0000046,652,1831,f,715,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,652,1831,f,659,1831,t
1,0.0000046,652,1831,f,652,1831,t
1,0.0000046,652,1831,f,633,1831,t
1,0.0000046,647,1831,f,665,1831,t
1,0.0000046,641,1831,f,620,1831,t
1,0.0000046,640,1831,f,621,1831,t
1,0.0000046,640,1831,f,621,1831,t
1,0.0000046,635,1831,f,554,1831,t
1,0.0000046,632,1831,f,503,1831,t
1,0.0000046,629,1831,f,629,1831,t
1,0.0000046,629,1831,f,563,1831,t
1,0.0000046,628,1831,f,691,1831,t
1,0.0000046,628,1831,f,624,1831,t
1,0.0000046,628,1831,f,620,1831,t
1,0.0000046,624,1831,f,574,1831,t
1,0.0000046,623,1831,f,615,1831,t
1,0.0000046,621,1831,f,640,1831,t
1,0.0000046,620,1831,f,641,1831,t
1,0.0000046,620,1831,f,628,1831,t
1,0.0000046,620,1831,f,628,1831,t
1,0.0000046,618,1831,f,816,1831,t
1,0.0000046,612,1831,f,588,1831,t
1,0.0000046,612,1831,f,588,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,611,1831,f,588,1831,t
1,0.0000046,611,1831,f,559,1831,t
1,0.0000046,611,1831,f,500,1831,t
1,0.0000046,606,1831,f,586,1831,t
1,0.0000046,605,1831,f,963,1831,t
1,0.0000046,602,1831,f,586,1831,t
1,0.0000046,602,1831,f,585,1831,t
1,0.0000046,601,1831,f,561,1831,t
1,0.0000046,595,1831,f,596,1831,t
1,0.0000046,594,1831,f,568,1831,t
1,0.0000046,593,1831,f,701,1831,t
1,0.0000046,592,1831,f,1049,1831,t
1,0.0000046,591,1831,f,658,1831,t
1,0.0000046,590,1831,f,596,1831,t
1,0.0000046,589,1831,f,623,1831,t
1,0.0000046,588,1831,f,612,1831,t
1,0.0000046,588,1831,f,596,1831,t
1,0.0000046,588,1831,f,580,1831,t
1,0.0000046,586,1831,f,703,1831,t
1,0.0000046,586,1831,f,586,1831,t
1,0.0000046,586,1831,f,585,1831,t
1,0.0000046,586,1831,f,584,1831,t
1,0.0000046,586,1831,f,580,1831,t
1,0.0000046,586,1831,f,553,1831,t
1,0.0000046,585,1831,f,522,1831,t
1,0.0000046,585,1831,f,518,1831,t
1,0.0000046,585,1831,f,440,1831,t
1,0.0000046,581,1831,f,585,1831,t
1,0.0000046,581,1831,f,519,1831,t
1,0.0000046,580,1831,f,585,1831,t
1,0.0000046,575,1831,f,666,1831,t
1,0.0000046,569,1831,f,541,1831,t
1,0.0000046,569,1831,f,541,1831,t
1,0.0000046,568,1831,f,546,1831,t
1,0.0000046,568,1831,f,546,1831,t
1,0.0000046,566,1831,f,569,1831,t
1,0.0000046,566,1831,f,566,1831,t
1,0.0000046,563,1831,f,547,1831,t
1,0.0000046,561,1831,f,561,1831,t
1,0.0000046,559,1831,f,588,1831,t
1,0.0000046,558,1831,f,558,1831,t
1,0.0000046,557,1831,f,554,1831,t
1,0.0000046,555,1831,f,624,1831,t
1,0.0000046,555,1831,f,565,1831,t
1,0.0000046,554,1831,f,554,1831,t
1,0.0000046,554,1831,f,541,1831,t
1,0.0000046,553,1831,f,703,1831,t
1,0.0000046,553,1831,f,588,1831,t
1,0.0000046,553,1831,f,555,1831,t
1,0.0000046,553,1831,f,553,1831,t
1,0.0000046,553,1831,f,552,1831,t
1,0.0000046,552,1831,f,557,1831,t
1,0.0000046,552,1831,f,556,1831,t
1,0.0000046,552,1831,f,552,1831,t
1,0.0000046,552,1831,f,550,1831,t
1,0.0000046,550,1831,f,554,1831,t
1,0.0000046,550,1831,f,552,1831,t
1,0.0000046,549,1831,f,552,1831,t
1,0.0000046,547,1831,f,563,1831,t
1,0.0000046,547,1831,f,553,1831,t
1,0.0000046,547,1831,f,539,1831,t
1,0.0000046,547,1831,f,515,1831,t
1,0.0000046,546,1831,f,593,1831,t
1,0.0000046,545,1831,f,830,1831,t
1,0.0000046,541,1831,f,568,1831,t
1,0.0000046,541,1831,f,566,1831,t
1,0.0000046,541,1831,f,552,1831,t
1,0.0000046,541,1831,f,541,1831,t
1,0.0000046,539,1831,f,539,1831,t
1,0.0000046,529,1831,f,503,1831,t
1,0.0000046,523,1831,f,503,1831,t
1,0.0000046,523,1831,f,497,1831,t
1,0.0000046,521,1831,f,503,1831,t
1,0.0000046,52,1831,f,54,1831,t
1,0.0000046,517,1831,f,638,1831,t
1,0.0000046,514,1831,f,514,1831,t
1,0.0000046,514,1831,f,514,1831,t
1,0.0000046,502,1831,f,525,1831,t
1,0.0000046,5,1831,f,6,1831,t
1,0.0000046,5,1831,f,6,1831,t
1,0.0000046,5,1831,f,6,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,498,1831,f,520,1831,t
1,0.0000046,483,1831,f,523,1831,t
1,0.0000046,479,1831,f,480,1831,t
1,0.0000046,477,1831,f,443,1831,t
1,0.0000046,477,1831,f,443,1831,t
1,0.0000046,477,1831,f,443,1831,t
1,0.0000046,476,1831,f,525,1831,t
1,0.0000046,476,1831,f,525,1831,t
1,0.0000046,473,1831,f,474,1831,t
1,0.0000046,472,1831,f,348,1831,t
1,0.0000046,469,1831,f,1016,1831,t
1,0.0000046,467,1831,f,439,1831,t
1,0.0000046,467,1831,f,439,1831,t
1,0.0000046,466,1831,f,348,1831,t
1,0.0000046,463,1831,f,441,1831,t
1,0.0000046,462,1831,f,445,1831,t
1,0.0000046,462,1831,f,445,1831,t
1,0.0000046,457,1831,f,393,1831,t
1,0.0000046,455,1831,f,440,1831,t
1,0.0000046,455,1831,f,440,1831,t
1,0.0000046,455,1831,f,352,1831,t
1,0.0000046,453,1831,f,443,1831,t
1,0.0000046,450,1831,f,264,1831,t
1,0.0000046,449,1831,f,423,1831,t
1,0.0000046,448,1831,f,71,1831,t
1,0.0000046,448,1831,f,264,1831,t
1,0.0000046,447,1831,f,457,1831,t
1,0.0000046,447,1831,f,447,1831,t
1,0.0000046,447,1831,f,443,1831,t
1,0.0000046,447,1831,f,421,1831,t
1,0.0000046,446,1831,f,446,1831,t
1,0.0000046,445,1831,f,455,1831,t
1,0.0000046,445,1831,f,455,1831,t
1,0.0000046,445,1831,f,454,1831,t
1,0.0000046,444,1831,f,457,1831,t
1,0.0000046,443,1831,f,466,1831,t
1,0.0000046,443,1831,f,455,1831,t
1,0.0000046,443,1831,f,442,1831,t
1,0.0000046,443,1831,f,442,1831,t
1,0.0000046,443,1831,f,439,1831,t
1,0.0000046,442,1831,f,441,1831,t
1,0.0000046,441,1831,f,521,1831,t
1,0.0000046,441,1831,f,521,1828,t
1,0.0000046,441,1831,f,482,1831,t
1,0.0000046,441,1831,f,453,1831,t
1,0.0000046,441,1831,f,447,1831,t
1,0.0000046,441,1831,f,441,1831,t
1,0.0000046,441,1831,f,441,1830,t
1,0.0000046,440,1831,f,440,1831,t
1,0.0000046,439,1831,f,522,1831,t
1,0.0000046,436,1831,f,385,1831,t
1,0.0000046,433,1831,f,369,1831,t
1,0.0000046,430,1831,f,370,1831,t
1,0.0000046,429,1831,f,369,1831,t
1,0.0000046,429,1831,f,365,1831,t
1,0.0000046,428,1831,f,381,1831,t
1,0.0000046,427,1831,f,364,1831,t
1,0.0000046,427,1831,f,362,1831,t
1,0.0000046,427,1831,f,361,1831,t
1,0.0000046,427,1831,f,333,1831,t
1,0.0000046,424,1831,f,361,1831,t
1,0.0000046,424,1831,f,360,1831,t
1,0.0000046,424,1831,f,360,1831,t
1,0.0000046,421,1831,f,352,1831,t
1,0.0000046,420,1831,f,555,1831,t
1,0.0000046,420,1831,f,352,1831,t
1,0.0000046,420,1829,f,360,1831,t
1,0.0000046,42,1831,f,37,1831,t
1,0.0000046,414,1831,f,514,1831,t
1,0.0000046,405,1831,f,332,1831,t
1,0.0000046,4,1831,f,5,1831,t
1,0.0000046,394,1831,f,361,1831,t
1,0.0000046,393,1831,f,404,1831,t
1,0.0000046,377,1831,f,958,1831,t
1,0.0000046,374,1831,f,832,1831,t
1,0.0000046,370,1831,f,437,1831,t
1,0.0000046,369,1831,f,433,1831,t
1,0.0000046,369,1831,f,433,1831,t
1,0.0000046,369,1831,f,431,1831,t
1,0.0000046,367,1831,f,431,1831,t
1,0.0000046,366,1831,f,430,1831,t
1,0.0000046,366,1831,f,430,1831,t
1,0.0000046,360,1831,f,428,1831,t
1,0.0000046,360,1831,f,424,1831,t
1,0.0000046,360,1831,f,423,1831,t
1,0.0000046,360,1831,f,421,1831,t
1,0.0000046,360,1831,f,420,1829,t
1,0.0000046,360,1831,f,419,1831,t
1,0.0000046,360,1831,f,415,1831,t
1,0.0000046,360,1831,f,413,1831,t
1,0.0000046,360,1831,f,405,1831,t
1,0.0000046,36,1831,f,50,1831,t
1,0.0000046,352,1831,f,421,1831,t
1,0.0000046,352,1831,f,420,1831,t
1,0.0000046,352,1831,f,416,1831,t
1,0.0000046,349,1831,f,282,1831,t
1,0.0000046,337,1831,f,360,1831,t
1,0.0000046,329,1831,f,366,1831,t
1,0.0000046,320,1831,f,256,1831,t
1,0.0000046,315,1831,f,859,1831,t
1,0.0000046,314,1831,f,479,1831,t
1,0.0000046,314,1831,f,283,1831,t
1,0.0000046,308,1831,f,223,1831,t
1,0.0000046,297,1831,f,256,1831,t
1,0.0000046,282,1831,f,284,1831,t
1,0.0000046,28,1831,f,28,1831,t
1,0.0000046,28,1831,f,17,1828,t
1,0.0000046,271,1831,f,268,1831,t
1,0.0000046,267,1831,f,262,1831,t
1,0.0000046,264,1831,f,448,1831,t
1,0.0000046,262,1831,f,448,1831,t
1,0.0000046,254,1831,f,264,1831,t
1,0.0000046,241,1831,f,245,1831,t
1,0.0000046,241,1831,f,241,1831,t
1,0.0000046,240,1831,f,222,1831,t
1,0.0000046,239,1831,f,103,1831,t
1,0.0000046,239,1831,f,103,1831,t
1,0.0000046,238,1831,f,212,1831,t
1,0.0000046,230,1831,f,156,1831,t
1,0.0000046,227,1831,f,156,1831,t
1,0.0000046,223,1831,f,308,1831,t
1,0.0000046,223,1831,f,308,1831,t
1,0.0000046,222,1831,f,221,1831,t
1,0.0000046,205,1831,f,205,1831,t
1,0.0000046,203,1831,f,192,1831,t
1,0.0000046,194,1831,f,223,1831,t
1,0.0000046,189,1831,f,186,1831,t
1,0.0000046,189,1831,f,186,1831,t
1,0.0000046,188,1831,f,189,1831,t
1,0.0000046,1811,1831,f,1811,1831,t
1,0.0000046,1771,1831,f,1690,1831,t
1,0.0000046,1771,1831,f,1648,1831,t
1,0.0000046,1761,1831,f,1644,1831,t
1,0.0000046,1757,1831,f,996,1831,t
1,0.0000046,1735,1831,f,1774,1831,t
1,0.0000046,1723,1831,f,1120,1831,t
1,0.0000046,17,1831,f,17,1831,t
1,0.0000046,17,1831,f,1,1831,t
1,0.0000046,17,1831,f,1,1831,t
1,0.0000046,1696,1831,f,1696,1831,t
1,0.0000046,1681,1831,f,1667,1831,t
1,0.0000046,1673,1831,f,1658,1831,t
