"Breakpoint","Count","Proportion","MFE","Category"
957,1,0.000258598396689941,31,"Non-Coding / Minus strand"
958,2,0.000517196793379881,31,"Non-Coding / Minus strand"
962,2,0.000517196793379881,31,"Non-Coding / Minus strand"
963,3,0.000775795190069822,31,"Non-Coding / Minus strand"
964,1,0.000258598396689941,31,"Non-Coding / Minus strand"
965,2,0.000517196793379881,31,"Non-Coding / Minus strand"
971,2,0.000517196793379881,31,"Non-Coding / Minus strand"
972,4,0.00103439358675976,31,"Non-Coding / Minus strand"
974,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
977,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
981,2,0.000517196793379881,31,"Non-Coding / Minus strand"
985,1,0.000258598396689941,31,"Non-Coding / Minus strand"
987,9,0.00232738557020946,31,"Non-Coding / Minus strand"
988,1,0.000258598396689941,31,"Non-Coding / Minus strand"
991,1,0.000258598396689941,31,"Non-Coding / Minus strand"
995,1,0.000258598396689941,31,"Non-Coding / Minus strand"
996,1,0.000258598396689941,31,"Non-Coding / Minus strand"
997,1,0.000258598396689941,31,"Non-Coding / Minus strand"
998,1,0.000258598396689941,31,"Non-Coding / Minus strand"
999,4.5,0.00116369278510473,31,"Non-Coding / Minus strand"
1000,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1001,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1002,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1004,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1005,5,0.0012929919834497,31,"Non-Coding / Minus strand"
1008,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1009,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1011,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1014,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1016,8,0.00206878717351952,31,"Non-Coding / Minus strand"
1021,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
1023,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1024,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1026,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1037,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1038,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1039,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1040,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1041,7,0.00181018877682958,31,"Non-Coding / Minus strand"
1042,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1047,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
1049,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
1056,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1057,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1058,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1059,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1064,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1070,5,0.0012929919834497,31,"Non-Coding / Minus strand"
1071,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1072,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1073,7.5,0.00193948797517455,31,"Non-Coding / Minus strand"
1079,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1080,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1084,7,0.00181018877682958,31,"Non-Coding / Minus strand"
1086,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1088,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1093,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1110,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1111,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1116,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1118,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1119,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1120,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1124,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1144,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1146,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1149,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1162,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1164,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1165,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1167,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1179,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1182,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
1184,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1185,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1186,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1187,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1190,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1193,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1196,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1205,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1209,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1212,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1216,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1222,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1234,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1235,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
1240,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1245,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1247,6.5,0.00168088957848461,31,"Non-Coding / Minus strand"
1248,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1251,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1260,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1262,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1291,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1299,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1300,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1303,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1317,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1324,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1329,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1342,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1356,5,0.0012929919834497,31,"Non-Coding / Minus strand"
1359,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1360,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1370,3,0.000775795190069822,31,"Non-Coding / Minus strand"
1371,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1373,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1387,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1403,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1404,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1405,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1409,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1410,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1411,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1412,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1415,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1417,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1419,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1422,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1439,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1441,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1445,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1458,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1459,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1476,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1483,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1492,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1496,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1497,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1502,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1503,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1510,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1512,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1513,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1514,3,0.000775795190069822,31,"Non-Coding / Minus strand"
1519,4,0.00103439358675976,31,"Non-Coding / Minus strand"
1527,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1530,6.5,0.00168088957848461,31,"Non-Coding / Minus strand"
1531,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
1534,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1536,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1537,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1540,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1542,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1545,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1557,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1561,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1571,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1586,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1591,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1597,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1606,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1610,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1612,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1618,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1644,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1646,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1648,5,0.0012929919834497,31,"Non-Coding / Minus strand"
1652,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1656,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1657,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1658,9.5,0.00245668476855444,31,"Non-Coding / Minus strand"
1659,3,0.000775795190069822,31,"Non-Coding / Minus strand"
1664,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1667,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1669,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1673,16,0.00413757434703905,31,"Non-Coding / Minus strand"
1678,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1679,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1681,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1684,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1686,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1690,16,0.00413757434703905,31,"Non-Coding / Minus strand"
1696,12,0.00310318076027929,31,"Non-Coding / Minus strand"
1699,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1702,5,0.0012929919834497,31,"Non-Coding / Minus strand"
1707,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1711,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1718,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1726,4,0.00103439358675976,31,"Non-Coding / Minus strand"
1730,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1753,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1754,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
1755,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1771,4,0.00103439358675976,31,"Non-Coding / Minus strand"
1774,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1775,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1779,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1782,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1797,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1799,2,0.000517196793379881,31,"Non-Coding / Minus strand"
1811,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1815,1,0.000258598396689941,31,"Non-Coding / Minus strand"
1817,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
